                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                0.74077,                0.51762,                 1.0517,                 0.8376,                0.86348,                0.90841,                0.66724,                 1.0402,                0.66889,                 1.1297,               0.001109,               0.001109,               0.001109
                     47,                0.73423,                0.50676,                 1.0574,                  0.876,                0.86689,                0.91685,                 0.6827,                 1.0546,                 0.6144,                 1.1409,              0.0010892,              0.0010892,              0.0010892
                     48,                0.73218,                0.50945,                  1.055,                 0.8898,                 0.8818,                0.92502,                0.66099,                 1.0648,                0.61172,                 1.1372,              0.0010694,              0.0010694,              0.0010694
                     49,                0.72845,                0.49514,                 1.0458,                0.87269,                0.88905,                0.92548,                0.69042,                 1.0594,                0.66168,                 1.1214,              0.0010496,              0.0010496,              0.0010496
                     50,                0.73049,                0.49929,                 1.0529,                0.85732,                0.85666,                0.92153,                0.67321,                 1.0418,                 0.6569,                 1.1228,              0.0010298,              0.0010298,              0.0010298
                     51,                0.72794,                0.49368,                 1.0523,                 0.8443,                0.88055,                0.92164,                0.66826,                 1.0781,                0.65153,                 1.1415,                0.00101,                0.00101,                0.00101
                     52,                0.72125,                0.48284,                 1.0418,                0.89086,                0.83579,                0.91862,                0.67747,                 1.0809,                0.67679,                 1.1548,              0.0009902,              0.0009902,              0.0009902
                     53,                0.71415,                0.48629,                 1.0482,                0.85948,                0.85587,                0.91239,                 0.6772,                 1.0604,                0.66044,                  1.127,              0.0009704,              0.0009704,              0.0009704
                     54,                0.70854,                0.48611,                 1.0421,                0.85984,                0.85842,                0.91163,                0.67192,                 1.0467,                0.66311,                 1.1268,              0.0009506,              0.0009506,              0.0009506
                     55,                0.71094,                 0.4881,                 1.0456,                0.85327,                0.87372,                 0.9161,                0.67004,                 1.0941,                0.63351,                 1.1694,              0.0009308,              0.0009308,              0.0009308
                     56,                0.68422,                0.45718,                 1.0287,                0.86746,                0.87713,                0.91937,                0.67477,                 1.0581,                 0.6209,                 1.1364,               0.000911,               0.000911,               0.000911
                     57,                0.68447,                0.45998,                 1.0257,                0.88208,                0.83618,                0.91934,                0.68827,                 1.0508,                0.62635,                 1.1233,              0.0008912,              0.0008912,              0.0008912
                     58,                0.69278,                0.47356,                 1.0394,                0.87853,                0.86392,                0.92156,                0.67825,                 1.0732,                0.61431,                 1.1619,              0.0008714,              0.0008714,              0.0008714
                     59,                0.70112,                0.47394,                 1.0378,                0.86604,                0.88396,                 0.9131,                0.67841,                 1.0778,                0.61094,                 1.1548,              0.0008516,              0.0008516,              0.0008516
                     60,                0.67412,                  0.455,                 1.0303,                0.88856,                0.86689,                0.91737,                0.66654,                 1.0741,                0.67722,                 1.1278,              0.0008318,              0.0008318,              0.0008318
                     61,                0.67639,                0.46401,                 1.0282,                0.90722,                0.85666,                0.92638,                0.68776,                 1.0463,                0.60873,                 1.1302,               0.000812,               0.000812,               0.000812
                     62,                0.67433,                0.45233,                 1.0164,                0.87667,                0.87338,                0.92884,                0.68475,                 1.0589,                0.59722,                 1.1525,              0.0007922,              0.0007922,              0.0007922
                     63,                0.65697,                0.44657,                 1.0183,                0.87526,                0.83959,                0.91619,                0.68476,                  1.075,                0.65474,                 1.1367,              0.0007724,              0.0007724,              0.0007724
                     64,                0.67703,                0.45252,                  1.024,                0.86337,                0.88427,                0.92581,                0.69167,                 1.0412,                0.61683,                 1.1367,              0.0007526,              0.0007526,              0.0007526
                     65,                0.68254,                0.45101,                 1.0261,                0.90221,                0.81871,                0.91878,                0.68383,                 1.0022,                0.60492,                 1.0972,              0.0007328,              0.0007328,              0.0007328
                     66,                 0.6558,                0.43948,                 1.0176,                0.85887,                0.87232,                0.92159,                0.68369,                 1.0422,                0.63755,                 1.1284,               0.000713,               0.000713,               0.000713
                     67,                0.65359,                0.43837,                 1.0202,                0.88942,                0.85099,                 0.9198,                0.68787,                 1.0362,                0.63943,                 1.1361,              0.0006932,              0.0006932,              0.0006932
                     68,                0.63472,                0.42153,                 1.0099,                0.86535,                0.85541,                0.91201,                0.68163,                 1.0268,                0.63765,                 1.1328,              0.0006734,              0.0006734,              0.0006734
                     69,                0.64856,                0.43243,                 1.0222,                0.86499,                0.86007,                 0.9242,                0.67134,                 1.0534,                 0.6716,                 1.1322,              0.0006536,              0.0006536,              0.0006536
                     70,                0.64224,                0.42989,                 1.0027,                0.87893,                0.84239,                0.90965,                 0.6768,                 1.0709,                0.65263,                 1.1603,              0.0006338,              0.0006338,              0.0006338
                     71,                0.64668,                0.42717,                 1.0129,                0.87018,                 0.8693,                0.91375,                  0.683,                 1.0714,                0.64241,                 1.1612,               0.000614,               0.000614,               0.000614
                     72,                0.64632,                0.42897,                 1.0108,                0.83607,                0.85324,                0.89839,                0.66972,                 1.0227,                0.72067,                 1.1208,              0.0005942,              0.0005942,              0.0005942
                     73,                0.63184,                0.40679,                 1.0098,                0.83699,                0.88737,                0.91528,                 0.6911,                 1.0464,                0.62333,                   1.12,              0.0005744,              0.0005744,              0.0005744
                     74,                0.64694,                0.43909,                 1.0037,                0.86941,                0.83959,                0.91304,                0.67967,                 1.0614,                 0.6692,                 1.1368,              0.0005546,              0.0005546,              0.0005546
                     75,                0.63504,                0.42109,                 1.0011,                0.90259,                0.83276,                0.92095,                0.68995,                 1.0651,                0.61608,                 1.1442,              0.0005348,              0.0005348,              0.0005348
                     76,                0.62279,                0.41589,                 1.0008,                0.88135,                0.82594,                0.91535,                0.68272,                  1.078,                0.65814,                 1.1468,               0.000515,               0.000515,               0.000515
                     77,                0.61996,                0.40759,                0.99869,                0.82888,                 0.8927,                0.91983,                0.68268,                 1.1098,                0.61687,                 1.1677,              0.0004952,              0.0004952,              0.0004952
                     78,                0.60941,                0.40183,                 1.0024,                0.85143,                0.88015,                0.92328,                0.68613,                 1.0855,                0.59502,                 1.1595,              0.0004754,              0.0004754,              0.0004754
                     79,                 0.6105,                0.40009,                0.99456,                0.84702,                0.88814,                0.91566,                0.68979,                   1.05,                0.58813,                 1.1582,              0.0004556,              0.0004556,              0.0004556
                     80,                0.62704,                  0.404,                 1.0048,                0.87367,                0.87713,                0.92608,                0.69004,                 1.0539,                0.64001,                 1.1245,              0.0004358,              0.0004358,              0.0004358
                     81,                0.59701,                0.39664,                0.98728,                0.86362,                0.86453,                0.91295,                0.67138,                 1.0715,                0.64494,                 1.1458,               0.000416,               0.000416,               0.000416
                     82,                0.58633,                0.38604,                0.98026,                0.87987,                0.87495,                0.91953,                 0.6924,                 1.0538,                0.62659,                 1.1262,              0.0003962,              0.0003962,              0.0003962
                     83,                0.58372,                0.37816,                0.98124,                 0.8902,                0.86348,                0.92184,                0.69718,                 1.0359,                0.61973,                 1.1305,              0.0003764,              0.0003764,              0.0003764
                     84,                0.60889,                0.39795,                0.99539,                0.85582,                0.84983,                0.91372,                0.68194,                 1.0638,                0.74025,                 1.1584,              0.0003566,              0.0003566,              0.0003566
                     85,                0.59317,                0.39144,                0.98761,                0.86848,                0.87713,                0.92569,                0.69969,                 1.0494,                0.62849,                 1.1428,              0.0003368,              0.0003368,              0.0003368
                     86,                0.59857,                0.38453,                0.99184,                0.88077,                0.83201,                0.91963,                0.69528,                  1.041,                 0.6235,                 1.1331,               0.000317,               0.000317,               0.000317
                     87,                0.58789,                0.37988,                0.98606,                0.87516,                 0.8613,                0.92489,                0.69306,                 1.0679,                0.63971,                 1.1453,              0.0002972,              0.0002972,              0.0002972
                     88,                0.57997,                0.38393,                0.98169,                0.83587,                0.87372,                0.91343,                0.68176,                 1.0653,                0.65328,                 1.1455,              0.0002774,              0.0002774,              0.0002774
                     89,                0.57962,                0.37935,                0.97776,                0.85795,                0.88055,                0.92634,                0.69419,                 1.0396,                0.61395,                 1.1294,              0.0002576,              0.0002576,              0.0002576
                     90,                0.57689,                0.37877,                 0.9744,                0.88426,                0.84983,                0.92806,                0.69636,                 1.0153,                0.61624,                 1.1062,              0.0002378,              0.0002378,              0.0002378
                     91,                0.54502,                0.34388,                0.94596,                0.88054,                0.85537,                0.92313,                0.66817,                 1.0363,                0.64185,                 1.1511,               0.000218,               0.000218,               0.000218
                     92,                0.52089,                0.32385,                 0.9373,                0.86112,                0.88883,                0.92467,                0.68546,                 1.0227,                0.64014,                 1.1247,              0.0001982,              0.0001982,              0.0001982
                     93,                 0.5163,                0.30471,                0.93397,                 0.8426,                0.90444,                0.92587,                0.69233,                 1.0288,                0.62037,                 1.1265,              0.0001784,              0.0001784,              0.0001784
                     94,                0.51624,                0.30713,                0.92765,                0.84551,                0.89655,                0.93014,                 0.6937,                 1.0196,                 0.6029,                  1.139,              0.0001586,              0.0001586,              0.0001586
                     95,                0.49257,                0.29435,                 0.9144,                0.84034,                0.89761,                0.93134,                0.69636,                 1.0318,                0.59383,                 1.1432,              0.0001388,              0.0001388,              0.0001388
                     96,                0.50481,                0.29991,                0.92352,                0.86457,                0.87152,                0.92534,                0.68985,                 1.0133,                0.60993,                 1.1156,               0.000119,               0.000119,               0.000119
                     97,                0.49464,                0.30057,                0.93128,                0.87677,                0.84642,                0.92676,                0.69741,                 1.0144,                0.62414,                 1.1113,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.48958,                0.29605,                0.91423,                 0.8571,                0.88021,                0.93138,                0.69627,                 1.0099,                 0.6274,                 1.1108,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.48247,                0.29157,                0.92121,                0.86021,                0.88207,                0.93195,                0.69615,                 1.0185,                0.62469,                 1.1274,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.48079,                0.28847,                0.92035,                0.86517,                  0.876,                0.93041,                0.69628,                 1.0124,                0.61893,                 1.1162,               3.98e-05,               3.98e-05,               3.98e-05
