                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.78924,                0.56705,                 1.1054,                0.87662,                  0.843,                0.90792,                0.67412,                 1.0591,                0.68172,                 1.1624,              0.0013268,              0.0013268,              0.0013268
                     36,                0.76592,                0.53645,                 1.0837,                0.86916,                0.88423,                0.92827,                0.67357,                  1.055,                0.63595,                 1.1616,               0.001307,               0.001307,               0.001307
                     37,                0.77933,                0.54995,                 1.0894,                0.91357,                 0.8658,                0.92804,                 0.6693,                 1.0795,                0.62522,                 1.1909,              0.0012872,              0.0012872,              0.0012872
                     38,                0.75365,                0.53364,                 1.0812,                0.86958,                0.90444,                0.93214,                0.68843,                  1.053,                0.62749,                 1.1538,              0.0012674,              0.0012674,              0.0012674
                     39,                0.76777,                0.53909,                 1.0852,                0.89301,                0.91161,                0.94344,                0.68914,                 1.0676,                0.57728,                 1.1891,              0.0012476,              0.0012476,              0.0012476
                     40,                0.76475,                 0.5197,                 1.0751,                0.89593,                0.82267,                0.92237,                0.66363,                 1.0816,                0.66482,                 1.1823,              0.0012278,              0.0012278,              0.0012278
                     41,                0.74413,                0.51339,                 1.0675,                0.89844,                0.87561,                0.93541,                0.66723,                 1.0832,                0.61008,                  1.192,               0.001208,               0.001208,               0.001208
                     42,                0.75037,                0.52291,                 1.0826,                 0.8801,                0.87713,                0.90917,                0.67724,                 1.0553,                 0.6146,                 1.1747,              0.0011882,              0.0011882,              0.0011882
                     43,                0.75361,                0.51243,                 1.0709,                0.88349,                0.89078,                0.93395,                0.68483,                 1.0422,                0.57674,                  1.159,              0.0011684,              0.0011684,              0.0011684
                     44,                0.76748,                0.51789,                 1.0761,                 0.9107,                0.83538,                0.92579,                 0.6842,                  1.071,                 0.5891,                 1.1799,              0.0011486,              0.0011486,              0.0011486
                     45,                0.74089,                0.49938,                 1.0622,                0.88496,                0.87031,                0.92142,                0.69399,                 1.0497,                0.61947,                 1.1531,              0.0011288,              0.0011288,              0.0011288
                     46,                 0.7385,                  0.514,                 1.0591,                 0.9174,                 0.8719,                0.92711,                0.69202,                 1.0329,                0.61058,                 1.1606,               0.001109,               0.001109,               0.001109
                     47,                0.74081,                0.50849,                 1.0675,                0.87703,                0.87372,                0.91357,                0.68458,                 1.0382,                 0.6388,                 1.1456,              0.0010892,              0.0010892,              0.0010892
                     48,                 0.7358,                 0.5049,                 1.0634,                 0.8864,                0.90542,                0.92991,                0.68671,                 1.0348,                0.59125,                 1.1394,              0.0010694,              0.0010694,              0.0010694
                     49,                0.72778,                0.49302,                 1.0568,                 0.8899,                0.89078,                0.93796,                0.68883,                 1.0391,                0.62042,                  1.154,              0.0010496,              0.0010496,              0.0010496
                     50,                0.73141,                0.49121,                 1.0597,                0.90465,                0.87433,                 0.9255,                0.67898,                 1.0701,                0.62813,                 1.1866,              0.0010298,              0.0010298,              0.0010298
                     51,                0.72678,                0.48808,                 1.0635,                0.85192,                0.90322,                0.92084,                0.68381,                 1.0232,                 0.6356,                 1.1458,                0.00101,                0.00101,                0.00101
                     52,                0.72024,                 0.4819,                 1.0511,                0.88303,                0.87601,                0.93359,                0.68627,                 1.0546,                 0.6303,                 1.1626,              0.0009902,              0.0009902,              0.0009902
                     53,                0.70748,                0.48355,                 1.0528,                0.89028,                0.89761,                0.93358,                0.68675,                 1.0525,                0.59863,                 1.1636,              0.0009704,              0.0009704,              0.0009704
                     54,                0.70682,                0.48329,                 1.0512,                0.88482,                0.88737,                0.92138,                0.68999,                  1.045,                0.61162,                  1.173,              0.0009506,              0.0009506,              0.0009506
                     55,                0.70458,                0.47975,                 1.0444,                 0.9209,                0.87411,                0.93357,                0.69082,                 1.0501,                0.60083,                 1.1832,              0.0009308,              0.0009308,              0.0009308
                     56,                0.67995,                0.45096,                  1.032,                0.86392,                0.86671,                0.91465,                0.67717,                 1.0343,                0.61377,                 1.1618,               0.000911,               0.000911,               0.000911
                     57,                0.69357,                0.46042,                 1.0346,                0.86251,                0.86689,                0.91724,                0.69066,                 1.0483,                0.63469,                 1.1622,              0.0008912,              0.0008912,              0.0008912
                     58,                0.69889,                0.46605,                 1.0481,                0.87298,                 0.8942,                0.91887,                0.67783,                  1.106,                0.62309,                 1.2219,              0.0008714,              0.0008714,              0.0008714
                     59,                0.71397,                0.48031,                 1.0513,                0.89318,                0.85617,                0.91193,                0.67633,                 1.0922,                0.61128,                 1.1876,              0.0008516,              0.0008516,              0.0008516
                     60,                0.68392,                0.45648,                 1.0368,                0.86142,                0.88737,                0.92381,                0.69234,                  1.052,                0.61813,                 1.1541,              0.0008318,              0.0008318,              0.0008318
                     61,                0.67833,                0.46002,                 1.0319,                0.90219,                 0.8942,                0.93774,                0.66918,                 1.1077,                0.60087,                 1.2225,               0.000812,               0.000812,               0.000812
                     62,                0.67582,                0.45091,                 1.0214,                0.88747,                0.90444,                0.92931,                 0.6837,                 1.0822,                0.58197,                 1.2125,              0.0007922,              0.0007922,              0.0007922
                     63,                0.66855,                  0.445,                 1.0268,                0.90607,                0.86348,                0.92292,                0.69096,                 1.0357,                0.60034,                 1.1535,              0.0007724,              0.0007724,              0.0007724
                     64,                0.67391,                0.44595,                 1.0295,                0.88924,                0.89761,                0.93572,                0.69639,                 1.0628,                0.57072,                 1.1665,              0.0007526,              0.0007526,              0.0007526
                     65,                0.68957,                0.44778,                 1.0359,                0.84995,                0.86348,                0.90534,                0.68468,                 1.0419,                0.67762,                 1.1588,              0.0007328,              0.0007328,              0.0007328
                     66,                 0.6629,                0.43492,                 1.0252,                0.89861,                0.88055,                0.93194,                0.70442,                 1.0589,                0.62457,                 1.1817,               0.000713,               0.000713,               0.000713
                     67,                0.65766,                0.43534,                 1.0226,                0.88742,                0.88782,                0.93202,                0.69769,                 1.0655,                0.57996,                 1.1837,              0.0006932,              0.0006932,              0.0006932
                     68,                0.63667,                0.41423,                 1.0124,                0.86924,                0.88055,                0.92293,                0.70148,                 1.0282,                0.59419,                  1.156,              0.0006734,              0.0006734,              0.0006734
                     69,                 0.6515,                 0.4316,                 1.0253,                0.88822,                 0.8942,                0.93253,                0.69766,                 1.0339,                0.59717,                 1.1759,              0.0006536,              0.0006536,              0.0006536
                     70,                0.64913,                0.42541,                 1.0126,                0.89434,                0.90444,                0.94701,                0.70296,                 1.0686,                0.59134,                 1.1929,              0.0006338,              0.0006338,              0.0006338
                     71,                0.64742,                0.41806,                 1.0151,                 0.8923,                0.90488,                0.93855,                0.69858,                 1.0645,                0.57635,                 1.2008,               0.000614,               0.000614,               0.000614
                     72,                 0.6455,                 0.4221,                 1.0156,                0.90395,                0.88396,                0.93005,                0.69469,                 1.0568,                0.57893,                 1.1826,              0.0005942,              0.0005942,              0.0005942
                     73,                0.63459,                  0.406,                  1.014,                0.91417,                0.88055,                0.93247,                0.70893,                 1.0297,                0.58884,                 1.1704,              0.0005744,              0.0005744,              0.0005744
                     74,                0.64579,                0.42739,                 1.0093,                0.92344,                 0.8942,                 0.9368,                0.71207,                 1.0425,                0.56244,                 1.1788,              0.0005546,              0.0005546,              0.0005546
                     75,                0.63081,                 0.4149,                 1.0028,                 0.8906,                0.91691,                0.93794,                0.70659,                 1.0512,                0.55363,                 1.1851,              0.0005348,              0.0005348,              0.0005348
                     76,                0.62551,                0.40623,                 1.0071,                0.90008,                0.88055,                0.93401,                 0.7129,                 1.0356,                0.57055,                 1.1792,               0.000515,               0.000515,               0.000515
                     77,                0.62138,                0.40585,                 1.0036,                0.89969,                0.88769,                0.93402,                0.69667,                 1.0526,                0.58766,                 1.1839,              0.0004952,              0.0004952,              0.0004952
                     78,                0.61711,                0.40386,                 1.0123,                0.91499,                0.86007,                0.93531,                0.70825,                  1.031,                0.56617,                 1.1739,              0.0004754,              0.0004754,              0.0004754
                     79,                0.60728,                0.39521,                0.99876,                0.91536,                0.88055,                0.93761,                0.69798,                 1.0666,                0.56467,                 1.2097,              0.0004556,              0.0004556,              0.0004556
                     80,                0.63076,                0.39857,                 1.0123,                0.89914,                0.91126,                0.93694,                0.70385,                 1.0518,                0.54657,                 1.1849,              0.0004358,              0.0004358,              0.0004358
                     81,                0.59851,                0.39117,                0.99174,                0.87345,                0.89516,                0.92244,                0.69423,                 1.0652,                0.60341,                  1.183,               0.000416,               0.000416,               0.000416
                     82,                0.59565,                0.38374,                0.98715,                0.92115,                0.86348,                0.93618,                0.70937,                 1.0315,                0.55637,                 1.1712,              0.0003962,              0.0003962,              0.0003962
                     83,                0.58819,                0.37709,                0.98813,                0.89291,                0.88216,                0.93273,                0.70807,                 1.0461,                0.59168,                 1.1961,              0.0003764,              0.0003764,              0.0003764
                     84,                0.60502,                0.38523,                0.99824,                0.90257,                0.88526,                0.93537,                0.71753,                 1.0466,                0.56868,                  1.192,              0.0003566,              0.0003566,              0.0003566
                     85,                0.58634,                0.38336,                 0.9855,                0.91381,                0.87713,                0.93597,                 0.7091,                 1.0532,                0.59876,                 1.1777,              0.0003368,              0.0003368,              0.0003368
                     86,                 0.5933,                0.37918,                0.99003,                 0.8877,                0.90785,                0.93022,                0.71473,                 1.0466,                0.57095,                 1.1954,               0.000317,               0.000317,               0.000317
                     87,                0.58224,                0.37313,                0.98764,                0.92598,                0.87713,                0.94473,                0.71215,                 1.0519,                0.55846,                 1.1985,              0.0002972,              0.0002972,              0.0002972
                     88,                0.57457,                0.37045,                0.98625,                0.92061,                0.87071,                0.93778,                0.70825,                 1.0582,                0.55076,                 1.1997,              0.0002774,              0.0002774,              0.0002774
                     89,                0.58356,                0.37263,                0.98462,                0.86215,                0.89653,                0.92674,                0.70939,                 1.0474,                0.59345,                 1.1963,              0.0002576,              0.0002576,              0.0002576
                     90,                0.58032,                 0.3683,                0.97783,                0.88645,                0.87925,                0.93122,                0.70323,                 1.0577,                0.58692,                 1.2007,              0.0002378,              0.0002378,              0.0002378
                     91,                0.53832,                0.32531,                0.94763,                0.91848,                0.88442,                0.93114,                0.69215,                 1.0669,                0.56035,                 1.2133,               0.000218,               0.000218,               0.000218
                     92,                0.51928,                0.30926,                0.94188,                0.93848,                0.88055,                0.93711,                 0.7061,                 1.0692,                0.56096,                 1.2148,              0.0001982,              0.0001982,              0.0001982
                     93,                0.51399,                0.29159,                0.93801,                 0.9531,                0.87713,                0.94439,                0.69863,                 1.0841,                0.56941,                 1.2288,              0.0001784,              0.0001784,              0.0001784
                     94,                0.51874,                0.29463,                0.93195,                 0.9232,                0.90102,                0.94598,                0.71218,                 1.0543,                 0.5676,                 1.2087,              0.0001586,              0.0001586,              0.0001586
                     95,                 0.5014,                0.28618,                0.92372,                0.92594,                0.89611,                0.94561,                 0.7118,                 1.0521,                0.56495,                 1.2074,              0.0001388,              0.0001388,              0.0001388
                     96,                 0.5081,                  0.288,                0.92913,                0.92198,                0.88731,                0.94377,                0.70835,                  1.066,                0.58787,                 1.2117,               0.000119,               0.000119,               0.000119
                     97,                0.48983,                0.28024,                0.93113,                0.91847,                 0.8942,                0.93935,                0.71595,                 1.0514,                0.57563,                  1.201,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.48939,                0.28176,                 0.9156,                0.91196,                 0.8942,                0.93739,                0.70868,                 1.0602,                0.58393,                 1.2024,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.48633,                 0.2762,                0.92252,                 0.9043,                0.90444,                0.93797,                0.71165,                 1.0485,                 0.5813,                 1.2007,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                 0.4793,                0.27604,                0.92373,                0.92674,                0.87713,                0.94012,                0.70946,                 1.0452,                0.56559,                 1.2008,               3.98e-05,               3.98e-05,               3.98e-05
