                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     14,                0.92768,                0.74153,                 1.2876,                0.80449,                0.76109,                0.79514,                0.50816,                 1.2626,                0.90282,                 1.4384,              0.0017426,              0.0017426,              0.0017426
                     15,                0.94846,                0.74633,                 1.2835,                0.80108,                0.79181,                0.86844,                 0.6103,                 1.1262,                0.81102,                 1.3109,              0.0017228,              0.0017228,              0.0017228
                     16,                0.92908,                0.72381,                 1.2602,                0.84016,                0.86111,                0.90044,                0.65553,                 1.1485,                0.68683,                 1.3645,               0.001703,               0.001703,               0.001703
                     17,                0.90582,                0.71323,                 1.2626,                 0.8214,                0.86348,                0.88823,                0.62385,                 1.1357,                 0.7453,                 1.3517,              0.0016832,              0.0016832,              0.0016832
                     18,                0.91548,                0.71085,                 1.2568,                0.82759,                0.81913,                0.88542,                0.63877,                 1.0744,                0.74205,                 1.2757,              0.0016634,              0.0016634,              0.0016634
                     19,                0.90197,                0.69509,                 1.2719,                0.85508,                0.86594,                0.90271,                0.65152,                 1.1497,                 0.7053,                 1.3459,              0.0016436,              0.0016436,              0.0016436
                     20,                0.89884,                0.67598,                 1.2549,                0.83562,                0.86752,                0.89881,                0.66178,                 1.0634,                0.67032,                 1.3112,              0.0016238,              0.0016238,              0.0016238
                     21,                0.90087,                0.67916,                 1.2653,                0.83484,                0.86689,                0.90366,                0.65867,                 1.0976,                  0.702,                 1.3046,               0.001604,               0.001604,               0.001604
                     22,                0.85638,                0.65345,                 1.2296,                0.90971,                0.82526,                0.90208,                0.65283,                 1.1227,                0.67082,                 1.3412,              0.0015842,              0.0015842,              0.0015842
                     23,                 0.8678,                 0.6527,                 1.2314,                0.87181,                0.89078,                0.92681,                 0.6796,                 1.0566,                0.62702,                 1.2722,              0.0015644,              0.0015644,              0.0015644
                     24,                0.85069,                0.62387,                 1.2219,                0.90071,                0.80205,                0.91271,                0.63926,                 1.0833,                0.67637,                  1.327,              0.0015446,              0.0015446,              0.0015446
                     25,                 0.8625,                0.64903,                 1.2362,                0.90793,                0.85666,                0.91896,                0.65951,                 1.1084,                0.63097,                 1.3336,              0.0015248,              0.0015248,              0.0015248
                     26,                0.85738,                0.63732,                 1.2316,                0.89943,                0.88522,                0.92457,                0.68997,                 1.0337,                0.60062,                 1.2651,               0.001505,               0.001505,               0.001505
                     27,                0.85238,                0.63354,                 1.2353,                0.82603,                0.85885,                0.89533,                0.66648,                 1.0754,                0.68847,                 1.2885,              0.0014852,              0.0014852,              0.0014852
                     28,                 0.8314,                0.61632,                 1.2028,                0.81743,                0.88632,                0.89436,                0.64703,                 1.0647,                0.69355,                  1.279,              0.0014654,              0.0014654,              0.0014654
                     29,                0.84965,                0.60972,                  1.211,                0.88248,                0.84575,                0.90143,                0.65195,                 1.1021,                  0.664,                 1.2902,              0.0014456,              0.0014456,              0.0014456
                     30,                0.83168,                0.60866,                 1.2053,                0.90604,                0.82594,                0.91218,                0.64605,                 1.1063,                0.70102,                 1.3152,              0.0014258,              0.0014258,              0.0014258
                     31,                0.82087,                0.58986,                 1.1871,                0.84524,                0.87031,                0.89668,                0.65292,                 1.0752,                0.64219,                 1.3203,               0.001406,               0.001406,               0.001406
                     32,                0.81069,                0.59635,                 1.2011,                0.86817,                 0.8766,                0.92342,                0.67672,                  1.069,                0.61681,                 1.2933,              0.0013862,              0.0013862,              0.0013862
                     33,                0.81034,                0.57552,                  1.176,                 0.8752,                0.83775,                0.91607,                0.67607,                 1.0549,                0.67031,                 1.2841,              0.0013664,              0.0013664,              0.0013664
                     34,                 0.7844,                0.56705,                 1.1682,                0.85447,                0.88171,                0.91713,                0.66451,                 1.0926,                0.66882,                  1.321,              0.0013466,              0.0013466,              0.0013466
                     35,                0.80016,                0.57948,                 1.2028,                0.87047,                0.88396,                0.91444,                0.67905,                 1.0602,                0.64188,                 1.3124,              0.0013268,              0.0013268,              0.0013268
                     36,                0.78177,                0.54805,                 1.1773,                0.89419,                0.83648,                0.91169,                0.66713,                 1.0846,                0.70347,                 1.2974,               0.001307,               0.001307,               0.001307
                     37,                0.78968,                0.56407,                 1.1735,                0.86634,                0.84983,                0.91387,                0.67615,                 1.0749,                0.67048,                 1.3043,              0.0012872,              0.0012872,              0.0012872
                     38,                0.76799,                0.55819,                 1.1769,                0.89826,                0.87385,                0.92856,                0.68457,                 1.0778,                0.62402,                 1.3188,              0.0012674,              0.0012674,              0.0012674
                     39,                0.77206,                0.54811,                 1.1675,                0.89968,                0.82641,                0.91102,                0.68212,                 1.0351,                0.61748,                 1.3001,              0.0012476,              0.0012476,              0.0012476
                     40,                 0.7707,                0.53209,                 1.1616,                0.86882,                0.83959,                0.91245,                0.66003,                 1.1213,                0.67714,                 1.3599,              0.0012278,              0.0012278,              0.0012278
                     41,                0.74578,                0.51862,                 1.1481,                0.91065,                0.84983,                0.93456,                0.68116,                 1.0626,                0.59141,                 1.2965,               0.001208,               0.001208,               0.001208
                     42,                0.73581,                0.52264,                 1.1493,                0.88097,                0.85883,                0.92114,                0.69429,                 1.0019,                0.60347,                 1.2503,              0.0011882,              0.0011882,              0.0011882
                     43,                0.74474,                0.50942,                 1.1429,                0.90808,                0.87661,                0.92263,                0.69067,                 1.0547,                0.59398,                 1.3117,              0.0011684,              0.0011684,              0.0011684
                     44,                0.76336,                0.51028,                 1.1572,                0.87351,                0.88396,                0.92152,                0.69708,                 1.0518,                0.63046,                 1.2647,              0.0011486,              0.0011486,              0.0011486
                     45,                0.73801,                0.49924,                 1.1315,                0.89413,                0.90102,                0.93558,                0.70726,                 1.0179,                0.57331,                 1.2628,              0.0011288,              0.0011288,              0.0011288
                     46,                0.73088,                0.50728,                 1.1265,                0.87414,                0.85666,                0.91309,                0.67999,                 1.0167,                0.65614,                 1.2648,               0.001109,               0.001109,               0.001109
                     47,                0.72541,                0.49994,                 1.1239,                0.88715,                0.91126,                0.92859,                0.69486,                 1.0623,                0.58411,                 1.3251,              0.0010892,              0.0010892,              0.0010892
                     48,                0.72553,                0.48961,                 1.1324,                0.88313,                0.90263,                0.93376,                0.69583,                 1.0409,                0.57415,                 1.2728,              0.0010694,              0.0010694,              0.0010694
                     49,                0.71863,                0.48316,                 1.1204,                0.90791,                0.86689,                 0.9326,                0.69392,                 1.0872,                0.59819,                 1.3301,              0.0010496,              0.0010496,              0.0010496
                     50,                0.72246,                0.48628,                 1.1279,                0.89282,                0.88396,                0.93372,                0.69483,                 1.0458,                0.60238,                 1.2935,              0.0010298,              0.0010298,              0.0010298
                     51,                0.71788,                0.47748,                 1.1281,                 0.8922,                0.90394,                0.92353,                  0.679,                 1.0771,                 0.5883,                 1.3088,                0.00101,                0.00101,                0.00101
                     52,                0.70152,                0.47192,                 1.1143,                0.90124,                0.87208,                0.93483,                0.69566,                 1.0693,                0.59358,                 1.3157,              0.0009902,              0.0009902,              0.0009902
                     53,                0.69995,                0.48173,                 1.1206,                0.90106,                0.87713,                0.93365,                0.70119,                 1.0574,                0.58645,                 1.2929,              0.0009704,              0.0009704,              0.0009704
                     54,                0.69485,                0.48044,                 1.1117,                0.89352,                0.86007,                0.92543,                0.69718,                 1.0492,                 0.5894,                 1.3136,              0.0009506,              0.0009506,              0.0009506
                     55,                 0.6931,                0.46842,                 1.1112,                0.88104,                0.88396,                0.92287,                 0.6914,                 1.0281,                0.56457,                 1.2962,              0.0009308,              0.0009308,              0.0009308
                     56,                0.67145,                0.44757,                 1.0999,                0.90445,                0.84642,                0.90173,                0.67506,                 1.0469,                0.71243,                 1.3102,               0.000911,               0.000911,               0.000911
                     57,                0.67002,                0.45939,                 1.0942,                0.88645,                0.87926,                 0.9165,                0.68222,                  1.065,                0.59841,                 1.3342,              0.0008912,              0.0008912,              0.0008912
                     58,                0.67391,                0.46026,                 1.1095,                0.90457,                0.85666,                0.92763,                0.69519,                 1.0669,                0.56379,                 1.3432,              0.0008714,              0.0008714,              0.0008714
                     59,                0.67904,                 0.4634,                 1.1071,                0.86508,                 0.8942,                0.91338,                0.69493,                 1.0647,                0.59067,                 1.3402,              0.0008516,              0.0008516,              0.0008516
                     60,                0.66606,                 0.4366,                 1.1018,                0.87517,                0.88537,                0.92133,                0.68834,                 1.0546,                0.61475,                 1.3314,              0.0008318,              0.0008318,              0.0008318
                     61,                0.65747,                0.44155,                 1.0904,                0.89124,                0.89493,                0.91894,                0.68949,                 1.0266,                 0.6312,                  1.303,               0.000812,               0.000812,               0.000812
                     62,                0.64309,                0.43693,                 1.0779,                0.90438,                0.88055,                0.92522,                0.68942,                 1.0798,                 0.5915,                 1.3366,              0.0007922,              0.0007922,              0.0007922
                     63,                0.63886,                0.42377,                  1.075,                0.87133,                0.87828,                0.92204,                0.68402,                  1.093,                0.61912,                  1.343,              0.0007724,              0.0007724,              0.0007724
                     64,                0.64493,                0.42605,                 1.0814,                0.87231,                0.89761,                0.92264,                0.68147,                 1.0769,                0.60754,                 1.3524,              0.0007526,              0.0007526,              0.0007526
                     65,                0.66021,                0.42916,                 1.0849,                0.90205,                0.87372,                0.92621,                0.69134,                 1.0798,                0.58545,                 1.3418,              0.0007328,              0.0007328,              0.0007328
                     66,                0.62577,                0.41596,                 1.0709,                 0.8953,                0.90785,                  0.931,                0.68625,                  1.115,                0.59223,                 1.3747,               0.000713,               0.000713,               0.000713
                     67,                0.62747,                0.41858,                 1.0715,                0.90042,                0.88396,                0.92296,                  0.688,                 1.0777,                0.60349,                 1.3437,              0.0006932,              0.0006932,              0.0006932
                     68,                0.60757,                0.40396,                 1.0614,                0.91982,                0.90057,                0.93121,                0.69774,                 1.0699,                 0.5581,                 1.3275,              0.0006734,              0.0006734,              0.0006734
                     69,                0.61837,                0.41655,                  1.075,                0.91396,                0.88737,                0.92926,                0.69421,                 1.0583,                0.55999,                 1.3064,              0.0006536,              0.0006536,              0.0006536
                     70,                0.61969,                0.40676,                 1.0547,                0.91107,                0.87417,                0.92676,                0.68941,                 1.0888,                0.61496,                 1.3589,              0.0006338,              0.0006338,              0.0006338
                     71,                0.62625,                0.40415,                 1.0671,                0.91584,                0.89136,                0.93364,                0.69471,                 1.0784,                0.57715,                  1.359,               0.000614,               0.000614,               0.000614
                     72,                0.61311,                0.39664,                  1.064,                0.90177,                0.87726,                0.92496,                0.69217,                 1.0743,                0.58812,                 1.3523,              0.0005942,              0.0005942,              0.0005942
                     73,                0.58608,                 0.3804,                 1.0502,                0.89244,                0.89078,                 0.9265,                0.69531,                 1.0621,                0.57025,                   1.34,              0.0005744,              0.0005744,              0.0005744
                     74,                0.60816,                0.39855,                 1.0477,                0.92258,                0.85407,                0.92763,                0.69056,                 1.0954,                0.60581,                 1.3729,              0.0005546,              0.0005546,              0.0005546
                     75,                0.58426,                0.38809,                 1.0386,                0.93029,                0.86534,                0.92181,                0.69609,                 1.1112,                0.59622,                  1.407,              0.0005348,              0.0005348,              0.0005348
                     76,                0.58062,                0.37978,                 1.0449,                0.87492,                0.90723,                0.92466,                0.69467,                 1.0807,                0.58353,                 1.3783,               0.000515,               0.000515,               0.000515
                     77,                0.56901,                0.37638,                 1.0357,                 0.9086,                0.88396,                0.91831,                0.68487,                 1.0914,                0.57293,                 1.3929,              0.0004952,              0.0004952,              0.0004952
                     78,                0.56327,                0.37133,                 1.0457,                 0.8712,                0.87372,                0.91814,                0.69806,                 1.0767,                0.59259,                 1.3844,              0.0004754,              0.0004754,              0.0004754
                     79,                0.56089,                0.36838,                 1.0322,                0.91583,                0.86007,                0.92003,                0.69918,                 1.0571,                0.58702,                 1.3587,              0.0004556,              0.0004556,              0.0004556
                     80,                0.58592,                0.37673,                 1.0514,                0.91478,                 0.8942,                0.93119,                0.70925,                  1.057,                0.56524,                 1.3447,              0.0004358,              0.0004358,              0.0004358
                     81,                0.55465,                0.36966,                 1.0314,                 0.8888,                0.88396,                0.92529,                 0.7015,                 1.0584,                0.62847,                 1.3554,               0.000416,               0.000416,               0.000416
                     82,                 0.5531,                0.35878,                 1.0267,                0.90874,                0.90444,                0.93488,                0.70842,                 1.0649,                0.58306,                  1.342,              0.0003962,              0.0003962,              0.0003962
                     83,                0.53747,                0.34922,                 1.0196,                 0.9287,                0.88055,                0.93535,                0.71255,                 1.0642,                0.59457,                 1.3554,              0.0003764,              0.0003764,              0.0003764
                     84,                 0.5528,                0.35966,                 1.0315,                0.91517,                0.88373,                0.93108,                0.70803,                 1.0731,                0.62721,                 1.3676,              0.0003566,              0.0003566,              0.0003566
                     85,                0.52974,                0.34773,                  1.015,                 0.9078,                0.87367,                0.92601,                0.70276,                 1.0617,                0.62089,                 1.3556,              0.0003368,              0.0003368,              0.0003368
                     86,                0.53807,                0.34955,                 1.0144,                0.88851,                0.89756,                0.92685,                0.70668,                 1.0406,                0.58203,                 1.3442,               0.000317,               0.000317,               0.000317
                     87,                0.53474,                0.34332,                  1.023,                0.90557,                0.88373,                0.92814,                0.70152,                 1.0428,                0.58728,                  1.363,              0.0002972,              0.0002972,              0.0002972
                     88,                0.51899,                0.34015,                 1.0122,                0.91283,                0.86007,                0.92087,                 0.6913,                 1.0599,                0.62342,                 1.3719,              0.0002774,              0.0002774,              0.0002774
                     89,                 0.5217,                0.33659,                  1.007,                0.92533,                0.86689,                0.93439,                0.69741,                 1.0676,                0.60142,                 1.3772,              0.0002576,              0.0002576,              0.0002576
                     90,                0.51272,                0.33239,                 1.0009,                0.91751,                0.87031,                0.92954,                0.70335,                  1.048,                0.57446,                 1.3655,              0.0002378,              0.0002378,              0.0002378
                     91,                0.47047,                0.29812,                0.96267,                0.90845,                0.87372,                0.91738,                0.68347,                 1.0549,                0.59468,                 1.3787,               0.000218,               0.000218,               0.000218
                     92,                0.46394,                0.27901,                0.96537,                0.90016,                0.89078,                 0.9278,                0.68958,                 1.0606,                0.57748,                 1.3939,              0.0001982,              0.0001982,              0.0001982
                     93,                0.44915,                 0.2611,                0.94654,                0.91462,                  0.843,                0.92539,                0.69915,                 1.0499,                0.61275,                 1.3783,              0.0001784,              0.0001784,              0.0001784
                     94,                0.44636,                0.26116,                0.94703,                0.88802,                0.89761,                0.93546,                0.70071,                 1.0678,                0.60803,                 1.3792,              0.0001586,              0.0001586,              0.0001586
                     95,                0.42652,                0.25062,                0.93939,                0.94131,                0.85324,                0.92449,                0.69826,                 1.0444,                0.59243,                 1.3679,              0.0001388,              0.0001388,              0.0001388
                     96,                0.43089,                 0.2529,                0.94141,                 0.9323,                0.84595,                0.92194,                0.69629,                 1.0707,                0.61152,                 1.3894,               0.000119,               0.000119,               0.000119
                     97,                0.42325,                0.25019,                0.94625,                0.91845,                0.85324,                0.92448,                0.69613,                 1.0627,                0.62318,                 1.3846,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.40746,                0.24785,                0.92007,                0.90798,                0.86348,                0.93174,                0.70268,                 1.0655,                0.62509,                 1.3829,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.41342,                 0.2446,                0.92677,                0.91134,                0.85324,                0.92734,                0.69939,                 1.0714,                0.61068,                 1.3967,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.40308,                0.24168,                0.93139,                0.89719,                0.87372,                0.92988,                0.69895,                 1.0814,                0.61246,                 1.4076,               3.98e-05,               3.98e-05,               3.98e-05
